Source Name	Material Type	Characteristics[CellType]	Characteristics[Organism]	Characteristics[Sex]	Protocol REF	Protocol REF	Parameter Value[Compound]	Term Source REF	Term Accession Number	Parameter Value[DoseLevel]	Parameter Value[Dose]	Unit[ConcentrationUnit]	Parameter Value[TimeOfCollection]	Unit[TimeUnit]	Protocol REF	Protocol REF	Extract Name	Protocol REF	Labeled Extract Name	Material Type	Label	Protocol REF	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Factor Value[Compound]	Term Source REF	Term Accession Number	Factor Value[DoseLevel]	Factor Value[TimeOfCollection]	Unit[TimeUnit]
5098031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5098031LRA	P-MTAB-23090	5098031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028014	A-AFFY-44	003016028014.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Control	24	hour
5098032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5098032LRA	P-MTAB-23090	5098032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028015	A-AFFY-44	003016028015.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Control	24	hour
5098041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Low	0.28	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5098041LRA	P-MTAB-23090	5098041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016027026	A-AFFY-44	003016027026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Low	2	hour
5098042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Low	0.28	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5098042LRA	P-MTAB-23090	5098042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028001	A-AFFY-44	003016028001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Low	2	hour
5098051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Low	0.28	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5098051LRA	P-MTAB-23090	5098051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028008	A-AFFY-44	003016028008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Low	8	hour
5098052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Low	0.28	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5098052LRA	P-MTAB-23090	5098052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028009	A-AFFY-44	003016028009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Low	8	hour
5098061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Low	0.28	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5098061LRA	P-MTAB-23090	5098061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028016	A-AFFY-44	003016028016.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Low	24	hour
5098062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Low	0.28	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5098062LRA	P-MTAB-23090	5098062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028017	A-AFFY-44	003016028017.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Low	24	hour
5098071LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Middle	1.4	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5098071LRA	P-MTAB-23090	5098071LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028002	A-AFFY-44	003016028002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Middle	2	hour
5098072LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Middle	1.4	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5098072LRA	P-MTAB-23090	5098072LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028003	A-AFFY-44	003016028003.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Middle	2	hour
5098081LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Middle	1.4	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5098081LRA	P-MTAB-23090	5098081LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028010	A-AFFY-44	003016028010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Middle	8	hour
5098082LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Middle	1.4	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5098082LRA	P-MTAB-23090	5098082LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028011	A-AFFY-44	003016028011.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Middle	8	hour
5098091LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Middle	1.4	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5098091LRA	P-MTAB-23090	5098091LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028018	A-AFFY-44	003016028018.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Middle	24	hour
5098092LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	Middle	1.4	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5098092LRA	P-MTAB-23090	5098092LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028019	A-AFFY-44	003016028019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	Middle	24	hour
5098101LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	High	7	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5098101LRA	P-MTAB-23090	5098101LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028004	A-AFFY-44	003016028004.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	High	2	hour
5098102LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	High	7	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5098102LRA	P-MTAB-23090	5098102LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028005	A-AFFY-44	003016028005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	High	2	hour
5098111LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	High	7	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5098111LRA	P-MTAB-23090	5098111LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028012	A-AFFY-44	003016028012.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	High	8	hour
5098112LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	High	7	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5098112LRA	P-MTAB-23090	5098112LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028013	A-AFFY-44	003016028013.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	High	8	hour
5098121LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	High	7	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5098121LRA	P-MTAB-23090	5098121LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028020	A-AFFY-44	003016028020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	High	24	hour
5098122LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amiodarone	ChEMBL	CHEMBL633	High	7	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5098122LRA	P-MTAB-23090	5098122LRA	synthetic_RNA	biotin	P-MTAB-23091	3016028021	A-AFFY-44	003016028021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amiodarone	ChEMBL	CHEMBL633	High	24	hour
5234011LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amitriptyline	ChEMBL	CHEMBL629	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5234011LRA	P-MTAB-23090	5234011LRA	synthetic_RNA	biotin	P-MTAB-23091	3016065020	A-AFFY-44	003016065020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amitriptyline	ChEMBL	CHEMBL629	Control	8	hour
5234012LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amitriptyline	ChEMBL	CHEMBL629	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5234012LRA	P-MTAB-23090	5234012LRA	synthetic_RNA	biotin	P-MTAB-23091	3016065021	A-AFFY-44	003016065021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amitriptyline	ChEMBL	CHEMBL629	Control	8	hour
5234021LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amitriptyline	ChEMBL	CHEMBL629	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5234021LRA	P-MTAB-23090	5234021LRA	synthetic_RNA	biotin	P-MTAB-23091	3016065026	A-AFFY-44	003016065026.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amitriptyline	ChEMBL	CHEMBL629	Control	24	hour
5234022LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amitriptyline	ChEMBL	CHEMBL629	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5234022LRA	P-MTAB-23090	5234022LRA	synthetic_RNA	biotin	P-MTAB-23091	3016065027	A-AFFY-44	003016065027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amitriptyline	ChEMBL	CHEMBL629	Control	24	hour
5234031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amitriptyline	ChEMBL	CHEMBL629	Middle	3	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5234031LRA	P-MTAB-23090	5234031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016065022	A-AFFY-44	003016065022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amitriptyline	ChEMBL	CHEMBL629	Middle	8	hour
5234032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amitriptyline	ChEMBL	CHEMBL629	Middle	3	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5234032LRA	P-MTAB-23090	5234032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016065023	A-AFFY-44	003016065023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amitriptyline	ChEMBL	CHEMBL629	Middle	8	hour
5234041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amitriptyline	ChEMBL	CHEMBL629	Middle	3	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5234041LRA	P-MTAB-23090	5234041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016065028	A-AFFY-44	003016065028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.5.zip	amitriptyline	ChEMBL	CHEMBL629	Middle	24	hour
5234042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amitriptyline	ChEMBL	CHEMBL629	Middle	3	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5234042LRA	P-MTAB-23090	5234042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016065029	A-AFFY-44	003016065029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	amitriptyline	ChEMBL	CHEMBL629	Middle	24	hour
5234051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amitriptyline	ChEMBL	CHEMBL629	High	15	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5234051LRA	P-MTAB-23090	5234051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016065024	A-AFFY-44	003016065024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	amitriptyline	ChEMBL	CHEMBL629	High	8	hour
5234052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amitriptyline	ChEMBL	CHEMBL629	High	15	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5234052LRA	P-MTAB-23090	5234052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016065025	A-AFFY-44	003016065025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	amitriptyline	ChEMBL	CHEMBL629	High	8	hour
5234061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amitriptyline	ChEMBL	CHEMBL629	High	15	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5234061LRA	P-MTAB-23090	5234061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016065030	A-AFFY-44	003016065030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	amitriptyline	ChEMBL	CHEMBL629	High	24	hour
5234062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	amitriptyline	ChEMBL	CHEMBL629	High	15	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5234062LRA	P-MTAB-23090	5234062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016066001	A-AFFY-44	003016066001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	amitriptyline	ChEMBL	CHEMBL629	High	24	hour
5079011LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Control	0	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5079011LRA	P-MTAB-23090	5079011LRA	synthetic_RNA	biotin	P-MTAB-23091	3016024019	A-AFFY-44	003016024019.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Control	2	hour
5079012LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Control	0	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5079012LRA	P-MTAB-23090	5079012LRA	synthetic_RNA	biotin	P-MTAB-23091	3016024020	A-AFFY-44	003016024020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Control	2	hour
5079021LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5079021LRA	P-MTAB-23090	5079021LRA	synthetic_RNA	biotin	P-MTAB-23091	3016024027	A-AFFY-44	003016024027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Control	8	hour
5079022LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Control	0	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5079022LRA	P-MTAB-23090	5079022LRA	synthetic_RNA	biotin	P-MTAB-23091	3016024028	A-AFFY-44	003016024028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Control	8	hour
5079031LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5079031LRA	P-MTAB-23090	5079031LRA	synthetic_RNA	biotin	P-MTAB-23091	3016025005	A-AFFY-44	003016025005.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Control	24	hour
5079032LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Control	0	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5079032LRA	P-MTAB-23090	5079032LRA	synthetic_RNA	biotin	P-MTAB-23091	3016025006	A-AFFY-44	003016025006.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Control	24	hour
5079041LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Low	120	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5079041LRA	P-MTAB-23090	5079041LRA	synthetic_RNA	biotin	P-MTAB-23091	3016024021	A-AFFY-44	003016024021.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Low	2	hour
5079042LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Low	120	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5079042LRA	P-MTAB-23090	5079042LRA	synthetic_RNA	biotin	P-MTAB-23091	3016024022	A-AFFY-44	003016024022.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Low	2	hour
5079051LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Low	120	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5079051LRA	P-MTAB-23090	5079051LRA	synthetic_RNA	biotin	P-MTAB-23091	3016024029	A-AFFY-44	003016024029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Low	8	hour
5079052LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Low	120	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5079052LRA	P-MTAB-23090	5079052LRA	synthetic_RNA	biotin	P-MTAB-23091	3016024030	A-AFFY-44	003016024030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Low	8	hour
5079061LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Low	120	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5079061LRA	P-MTAB-23090	5079061LRA	synthetic_RNA	biotin	P-MTAB-23091	3016025007	A-AFFY-44	003016025007.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Low	24	hour
5079062LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Low	120	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5079062LRA	P-MTAB-23090	5079062LRA	synthetic_RNA	biotin	P-MTAB-23091	3016025008	A-AFFY-44	003016025008.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Low	24	hour
5079071LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Middle	600	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5079071LRA	P-MTAB-23090	5079071LRA	synthetic_RNA	biotin	P-MTAB-23091	3016024023	A-AFFY-44	003016024023.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Middle	2	hour
5079072LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Middle	600	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5079072LRA	P-MTAB-23090	5079072LRA	synthetic_RNA	biotin	P-MTAB-23091	3016024024	A-AFFY-44	003016024024.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Middle	2	hour
5079081LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Middle	600	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5079081LRA	P-MTAB-23090	5079081LRA	synthetic_RNA	biotin	P-MTAB-23091	3016025001	A-AFFY-44	003016025001.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Middle	8	hour
5079082LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Middle	600	micromolar	8	hour	P-MTAB-23088	P-MTAB-23089	5079082LRA	P-MTAB-23090	5079082LRA	synthetic_RNA	biotin	P-MTAB-23091	3016025002	A-AFFY-44	003016025002.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Middle	8	hour
5079091LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Middle	600	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5079091LRA	P-MTAB-23090	5079091LRA	synthetic_RNA	biotin	P-MTAB-23091	3016025009	A-AFFY-44	003016025009.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Middle	24	hour
5079092LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	Middle	600	micromolar	24	hour	P-MTAB-23088	P-MTAB-23089	5079092LRA	P-MTAB-23090	5079092LRA	synthetic_RNA	biotin	P-MTAB-23091	3016025010	A-AFFY-44	003016025010.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	Middle	24	hour
5079101LRA	cell	hepatocyte	Homo sapiens	female	P-MTAB-23086	P-MTAB-23087	aspirin	ChEMBL	CHEMBL25	High	3000	micromolar	2	hour	P-MTAB-23088	P-MTAB-23089	5079101LRA	P-MTAB-23090	5079101LRA	synthetic_RNA	biotin	P-MTAB-23091	3016024025	A-AFFY-44	003016024025.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-798/E-MTAB-798.raw.6.zip	aspirin	ChEMBL	CHEMBL25	High	2	hour
